gene_id(stringtie),baseMean,log2FoldChange,lfcSE,pvalue,padj,Expression,Gene_Name,Gene_id(Genome)
MSTRG.1718,317.0042768,-2.20424221,0.387644746,1.19E-10,5.21E-09,Down-regulated,,TOC.10T.00865
MSTRG.2484,2703.257665,-2.201850359,0.365392512,1.51E-11,8.55E-10,Down-regulated,,TOC.12T.00068
MSTRG.6897,2672.329266,-2.197644666,0.370849826,2.83E-11,1.49E-09,Down-regulated,,TOC.4T.00473
TOC.5T.01351,90.27663645,-2.179898892,0.358661334,1.13E-11,6.61E-10,Down-regulated,,TOC.5T.01351
MSTRG.8089,96.93579226,-2.179479731,0.385733541,1.53E-10,6.55E-09,Down-regulated,,TOC.5T.01091
MSTRG.1327,67.91195217,-2.178400782,0.843135577,5.83E-05,3.88E-04,Down-regulated,,TOC.10T.00127
TOC.3T.02042,29.70201895,-2.174789275,0.429056545,3.99E-09,1.18E-07,Down-regulated,,TOC.3T.02042
MSTRG.9743,454.1511271,-2.174143887,0.431210673,4.61E-09,1.34E-07,Down-regulated,,TOC.7T.00510
TOC.6T.00565,11.9920383,-2.156947207,0.841828077,6.28E-05,4.12E-04,Down-regulated,,TOC.6T.00565
MSTRG.7582,11.46775963,-2.155841317,0.737466207,2.49E-05,1.89E-04,Down-regulated,,TOC.5T.00260
MSTRG.5617,492.8994454,-2.153121457,0.393630654,4.57E-10,1.74E-08,Down-regulated,,TOC.3T.00458
TOC.4T.01269,21.65103781,-2.151017561,0.370713526,6.53E-11,3.10E-09,Down-regulated,,TOC.4T.01269
TOC.9T.00446,1.643893049,-2.135452968,1.655964237,7.88E-04,0.003491963,Down-regulated,,TOC.9T.00446
MSTRG.2847,578.9837005,-2.124234073,0.426610653,7.01E-09,1.93E-07,Down-regulated,,TOC.12T.00807
TOC.14T.00380,126.3863187,-2.112836938,0.307766869,6.81E-14,6.76E-12,Down-regulated,,TOC.14T.00380
MSTRG.6027,602.9835233,-2.112554992,0.351299637,1.94E-11,1.07E-09,Down-regulated,,TOC.3T.01158
MSTRG.3421,1638.018562,-2.112354603,0.301315935,2.42E-14,2.63E-12,Down-regulated,,TOC.13T.00619
MSTRG.7366,87.50344341,-2.108315021,0.658175873,1.18E-05,1.04E-04,Down-regulated,,TOC.4T.01345
MSTRG.10525,61.49127484,-2.104020486,0.56579658,2.09E-06,2.48E-05,Down-regulated,,TOC.8T.00559
TOC.3T.00922,9.835472502,-2.099910549,0.788781855,5.24E-05,3.53E-04,Down-regulated,,TOC.3T.00922
MSTRG.1636,414.7014905,-2.099371301,0.519223886,5.90E-07,8.55E-06,Down-regulated,,TOC.10T.00685
MSTRG.4365,124.8529723,-2.096335215,0.29005604,5.17E-15,6.20E-13,Down-regulated,,TOC.2T.00784
MSTRG.6163,285.1172694,-2.09234852,0.371625884,2.05E-10,8.57E-09,Down-regulated,,TOC.3T.01403
TOC.5T.00664,52.88592761,-2.089905786,0.469548955,1.01E-07,1.87E-06,Down-regulated,,TOC.5T.00664
TOC.4T.00811,1.801970609,-2.086711663,1.349919811,5.46E-04,0.002564903,Down-regulated,,TOC.4T.00811
MSTRG.5077,730.1289334,-2.082742895,0.350459146,3.21E-11,1.66E-09,Down-regulated,,TOC.2T.02116
MSTRG.9789,1220.726171,-2.080194353,0.284867231,3.08E-15,3.86E-13,Down-regulated,,TOC.7T.00600
MSTRG.3157,12064.64857,-2.074711875,0.378947405,5.22E-10,1.97E-08,Down-regulated,,TOC.13T.00116
MSTRG.6502,339.7379685,-2.071694401,0.347782408,3.02E-11,1.58E-09,Down-regulated,,TOC.3T.02096
MSTRG.7944,7241.429401,-2.061985256,0.72846154,3.57E-05,2.56E-04,Down-regulated,,TOC.5T.00814
MSTRG.7125,124.3218104,-2.060245288,0.517091561,8.04E-07,1.12E-05,Down-regulated,,TOC.4T.00960
MSTRG.10885,248.8827368,-2.059225409,0.307282698,2.42E-13,2.13E-11,Down-regulated,,TOC.8T.01165
MSTRG.3420,13452.15285,-2.058641623,0.298978479,6.72E-14,6.71E-12,Down-regulated,,TOC.13T.00618
TOC.7T.01072,9.226617804,-2.058216661,0.955172654,1.74E-04,9.70E-04,Down-regulated,,TOC.7T.01072
MSTRG.4170,238479.0875,-2.057727945,0.241005504,1.51E-19,4.12E-17,Down-regulated,,TOC.2T.00489
TOC.13T.00657,30.75878486,-2.045409948,0.45490265,8.90E-08,1.68E-06,Down-regulated,,TOC.13T.00657
MSTRG.6212,2027.180506,-2.036331821,0.340719328,2.92E-11,1.53E-09,Down-regulated,Cu,TOC.3T.01490
MSTRG.6982,786.5848506,-2.032695652,0.442315647,5.73E-08,1.17E-06,Down-regulated,,TOC.4T.00655
MSTRG.10016,2165.446863,-2.032286628,0.381990624,1.37E-09,4.63E-08,Down-regulated,,TOC.7T.00990
MSTRG.6988,825.1367272,-2.029623298,0.300891937,1.93E-13,1.73E-11,Down-regulated,,TOC.4T.00697
MSTRG.7332,296.1613123,-2.027075088,0.474709618,2.57E-07,4.16E-06,Down-regulated,,TOC.4T.01290
MSTRG.5877,1453.622352,-2.026825444,0.266563493,3.58E-16,5.69E-14,Down-regulated,,TOC.3T.00933
MSTRG.6697,39.20617321,-2.012785816,0.609489418,9.96E-06,8.98E-05,Down-regulated,,TOC.4T.00110
TOC.4T.00492,7.1246618,-2.009436551,0.634829094,1.52E-05,1.28E-04,Down-regulated,,TOC.4T.00492
TOC.2T.01043,44.96741601,-1.997677754,0.530002876,2.08E-06,2.47E-05,Down-regulated,,TOC.2T.01043
MSTRG.5266,44.8934839,-1.996424233,0.336166312,4.09E-11,2.07E-09,Down-regulated,,TOC.2T.02425
MSTRG.16,67.07256817,-1.987321873,0.350898585,2.18E-10,9.04E-09,Down-regulated,,TOC.1T.00041
MSTRG.2705,97.31640169,-1.986177902,1.535765782,9.14E-04,0.00395368,Down-regulated,,TOC.12T.00512
TOC.1T.02377,20.6084208,-1.98263473,0.619974929,1.43E-05,1.22E-04,Down-regulated,,TOC.1T.02377
MSTRG.1615,37.05938102,-1.974468944,0.406547933,1.83E-08,4.32E-07,Down-regulated,,TOC.10T.00655
MSTRG.10861,7602.390216,-1.962324655,0.320578253,1.45E-11,8.25E-10,Down-regulated,,TOC.8T.01122
MSTRG.8388,1151.185828,-1.948250024,0.426714343,8.00E-08,1.53E-06,Down-regulated,,TOC.5T.01540
TOC.1T.02573,7.277809849,-1.94613467,0.633482254,2.18E-05,1.71E-04,Down-regulated,,TOC.1T.02573
TOC.2T.01439,13.94136954,-1.944304747,0.62699437,2.02E-05,1.61E-04,Down-regulated,Cu,TOC.2T.01439
TOC.5T.00574,9.730328957,-1.942675666,0.608512679,1.55E-05,1.30E-04,Down-regulated,,TOC.5T.00574
TOC.2T.01870,12.3875642,-1.937276702,0.440698396,1.79E-07,3.04E-06,Down-regulated,,TOC.2T.01870
MSTRG.10040,604.459712,-1.932044341,0.349247351,5.43E-10,2.04E-08,Down-regulated,,TOC.7T.01041
MSTRG.3640,2759.333632,-1.930432163,0.5184148,2.79E-06,3.13E-05,Down-regulated,,TOC.14T.00218
MSTRG.6357,117.9243006,-1.926818806,0.308905987,7.68E-12,4.67E-10,Down-regulated,,TOC.3T.01740
TOC.7T.00299,10.51214051,-1.910220516,0.401337564,3.47E-08,7.44E-07,Down-regulated,,TOC.7T.00299
TOC.1T.02572,20.06921409,-1.909428227,0.354041634,1.27E-09,4.33E-08,Down-regulated,,TOC.1T.02572
MSTRG.8168,426.8406782,-1.905298677,0.328827702,1.27E-10,5.54E-09,Down-regulated,,TOC.5T.01197
MSTRG.3726,247.1942839,-1.903499935,0.353227252,1.32E-09,4.48E-08,Down-regulated,,TOC.14T.00383
TOC.5T.00841,1.380238105,-1.899480215,1.554655487,0.001115499,0.00467057,Down-regulated,,TOC.5T.00841
MSTRG.1588,9172.646119,-1.89735155,0.328843211,1.51E-10,6.45E-09,Down-regulated,,TOC.10T.00609
MSTRG.6215,367.0479857,-1.89627097,0.288386072,9.17E-13,7.06E-11,Down-regulated,,TOC.3T.01493
MSTRG.5749,306.4556716,-1.891363735,0.239560337,5.49E-17,9.59E-15,Down-regulated,,TOC.3T.00700
TOC.5T.01057,4.899532325,-1.880642628,0.608197484,2.29E-05,1.78E-04,Down-regulated,,TOC.5T.01057
TOC.8T.01175,8.528598418,-1.880443092,0.414562702,1.09E-07,2.00E-06,Down-regulated,,TOC.8T.01175
MSTRG.10664,36.14412174,-1.874394281,1.119614565,5.45E-04,0.002560654,Down-regulated,,TOC.8T.00817
TOC.1T.00963,30.56536094,-1.873865264,0.422593603,1.76E-07,3.01E-06,Down-regulated,,TOC.1T.00963
MSTRG.1837,200405.5057,-1.87017676,0.2891382,2.04E-12,1.43E-10,Down-regulated,Cu,TOC.10T.01107
MSTRG.10821,142.6390976,-1.86964514,0.370647059,9.24E-09,2.44E-07,Down-regulated,,TOC.8T.01064
MSTRG.4515,28703.79827,-1.864260227,0.2764291,3.23E-13,2.73E-11,Down-regulated,Cu,TOC.2T.01027
MSTRG.8177,638.093774,-1.863590309,0.319329419,1.12E-10,4.96E-09,Down-regulated,,TOC.5T.01206
MSTRG.1575,74.28366794,-1.859542543,0.33484969,5.95E-10,2.22E-08,Down-regulated,,TOC.10T.00590
MSTRG.6249,102.8039144,-1.859456516,0.962829047,3.43E-04,0.001729675,Down-regulated,,TOC.3T.01540
TOC.12T.00621,34.86650253,-1.853900113,0.431874365,3.45E-07,5.39E-06,Down-regulated,,TOC.12T.00621
TOC.1T.01794,62.45380051,-1.848743114,0.326262193,3.20E-10,1.27E-08,Down-regulated,,TOC.1T.01794
MSTRG.4252,3112.450047,-1.844497312,0.160820535,4.13E-32,4.15E-29,Down-regulated,,TOC.2T.00597
TOC.1T.02584,3.060072887,-1.843796026,1.242131477,7.88E-04,0.003492741,Down-regulated,,TOC.1T.02584
MSTRG.10817,1115.544276,-1.841729604,0.281459398,1.36E-12,9.89E-11,Down-regulated,,TOC.8T.01057
MSTRG.7124,82.116423,-1.833638738,0.493162391,3.46E-06,3.74E-05,Down-regulated,Cu,TOC.4T.00959
MSTRG.3801,12.21275075,-1.833563358,0.490684224,3.24E-06,3.55E-05,Down-regulated,,TOC.14T.00557
MSTRG.6545,56.24263772,-1.825447332,0.422372045,3.27E-07,5.14E-06,Down-regulated,,TOC.3T.02179
MSTRG.10445,155710.1963,-1.822862675,0.32911357,7.24E-10,2.64E-08,Down-regulated,,TOC.8T.00406
MSTRG.6501,3250.529256,-1.817651345,0.257108852,3.82E-14,4.02E-12,Down-regulated,,TOC.3T.02093
TOC.5T.00967,29.73244647,-1.817237385,0.391373143,7.80E-08,1.50E-06,Down-regulated,,TOC.5T.00967
MSTRG.1037,141.8825991,-1.814227041,0.186498102,5.70E-24,2.86E-21,Down-regulated,,TOC.1T.01991
MSTRG.10703,19206.10675,-1.809596513,0.270706006,5.84E-13,4.77E-11,Down-regulated,,TOC.8T.00870
MSTRG.7045,5404.81275,-1.800021582,0.292443038,1.94E-11,1.07E-09,Down-regulated,,TOC.4T.00827
MSTRG.454,498.9443781,-1.798837945,0.0707874,4.85E-144,7.80E-140,Down-regulated,,TOC.1T.00906
TOC.6T.01039,9.376816722,-1.790250636,0.767364124,1.67E-04,9.37E-04,Down-regulated,,TOC.6T.01039
MSTRG.10130,142.184403,-1.783113536,0.23111588,3.37E-16,5.42E-14,Down-regulated,,TOC.7T.01194
TOC.11T.00590,126.0387964,-1.780885343,0.36961448,3.72E-08,7.94E-07,Down-regulated,,TOC.11T.00590
MSTRG.1294,3242.906137,-1.773568532,0.303486754,1.43E-10,6.15E-09,Down-regulated,,TOC.10T.00071
TOC.2T.00913,14.98181437,-1.772640386,0.45276969,1.93E-06,2.33E-05,Down-regulated,,TOC.2T.00913
MSTRG.11416,240.2894876,-1.771239443,0.18310927,1.15E-23,5.44E-21,Down-regulated,,TOC.9T.01146
TOC.10T.00111,36.14024768,-1.771135701,0.334105057,3.18E-09,9.51E-08,Down-regulated,,TOC.10T.00111
MSTRG.7577,817.2629938,-1.766899782,0.220719913,3.54E-17,6.32E-15,Down-regulated,,TOC.5T.00242
TOC.55T.00003,24.83642092,-1.764863178,0.408060397,3.77E-07,5.78E-06,Down-regulated,,TOC.55T.00003
MSTRG.3107,488.7218218,-1.762102247,0.198739246,2.29E-20,6.70E-18,Down-regulated,,TOC.13T.00015
MSTRG.7037,79.95930464,-1.760384447,0.341566797,7.20E-09,1.96E-07,Down-regulated,,TOC.4T.00813
MSTRG.6284,346.4064606,-1.759658332,0.218047674,2.14E-17,4.01E-15,Down-regulated,,TOC.3T.01603
MSTRG.8721,171.8175171,-1.755476438,0.302500267,1.93E-10,8.16E-09,Down-regulated,,TOC.6T.00346
MSTRG.7199,145.1498063,-1.752173489,0.23015387,8.36E-16,1.22E-13,Down-regulated,,TOC.4T.01076
TOC.1T.02432,20.91661127,-1.751786773,0.54775555,2.14E-05,1.68E-04,Down-regulated,,TOC.1T.02432
TOC.8T.00421,9.938019955,-1.751235018,0.529591034,1.56E-05,1.31E-04,Down-regulated,,TOC.8T.00421
TOC.4T.00031,34.11669276,-1.749742122,0.294602161,8.72E-11,3.97E-09,Down-regulated,,TOC.4T.00031
TOC.4T.00749,21.87383364,-1.746080525,0.402534491,3.75E-07,5.77E-06,Down-regulated,,TOC.4T.00749
TOC.68T.00004,15.51955761,-1.741179145,0.77791234,2.18E-04,0.001171107,Down-regulated,,TOC.68T.00004
MSTRG.6990,6300.688252,-1.737465223,0.22832333,9.05E-16,1.28E-13,Down-regulated,,TOC.4T.00698
MSTRG.4503,1830353.864,-1.735313958,0.375665415,1.10E-07,2.01E-06,Down-regulated,Cu,TOC.2T.01011
MSTRG.6938,183.682388,-1.735036062,0.492409961,8.24E-06,7.68E-05,Down-regulated,,TOC.4T.00567
MSTRG.9428,143.2889794,-1.731199317,0.492939014,8.62E-06,7.95E-05,Down-regulated,,TOC.67T.00007
MSTRG.6420,17.28531634,-1.728522997,1.451760533,0.00142989,0.00573241,Down-regulated,,TOC.3T.01860
MSTRG.1334,124.6160346,-1.72776844,0.431594785,1.54E-06,1.94E-05,Down-regulated,,TOC.10T.00148
TOC.9T.00643,3.190557985,-1.725847081,0.995170265,5.89E-04,0.002728134,Down-regulated,,TOC.9T.00643
TOC.10T.00368,18.56323029,-1.724214407,0.318766909,2.04E-09,6.48E-08,Down-regulated,,TOC.10T.00368
MSTRG.10524,2330.44445,-1.719485025,0.369399463,9.70E-08,1.81E-06,Down-regulated,Cu,TOC.8T.00558
TOC.5T.00034,4.236291368,-1.717237026,1.076202491,7.62E-04,0.003396489,Down-regulated,,TOC.5T.00034
TOC.9T.00775,27.43985878,-1.709468639,0.422388066,1.35E-06,1.75E-05,Down-regulated,,TOC.9T.00775
MSTRG.10071,19.56805039,-1.708844561,0.257454234,1.14E-12,8.43E-11,Down-regulated,,TOC.7T.01101
MSTRG.9246,1773.959989,-1.707893388,0.744574849,2.04E-04,0.001110623,Down-regulated,,TOC.6T.01197
MSTRG.8479,999.0560727,-1.707458023,0.34779446,2.95E-08,6.50E-07,Down-regulated,,TOC.5T.01681
MSTRG.6613,24.14036475,-1.706783455,0.558190518,3.42E-05,2.46E-04,Down-regulated,,TOC.36T.00005
MSTRG.9400,147.5097855,-1.706554324,0.337165228,1.37E-08,3.39E-07,Down-regulated,,TOC.616T.00001
MSTRG.6902,648.4322785,-1.704037225,0.284308633,7.29E-11,3.40E-09,Down-regulated,,TOC.4T.00485
TOC.3T.01406,70.97273589,-1.699140575,0.258576399,1.85E-12,1.31E-10,Down-regulated,,TOC.3T.01406
MSTRG.9788,81.75472941,-1.69804819,0.305105145,9.25E-10,3.27E-08,Down-regulated,,TOC.7T.00599
MSTRG.2160,810.085055,-1.697222046,0.258492661,1.92E-12,1.35E-10,Down-regulated,,TOC.11T.00504
TOC.3T.00226,4.444670113,-1.697138622,1.279086594,0.001218566,0.005023618,Down-regulated,,TOC.3T.00226
MSTRG.7777,498.496342,-1.694366838,0.208951119,1.99E-17,3.76E-15,Down-regulated,,TOC.5T.00533
MSTRG.4023,156.4864332,-1.692699706,0.423667792,1.72E-06,2.13E-05,Down-regulated,,TOC.2T.00206
MSTRG.7041,2013.002055,-1.691122523,0.35805293,7.63E-08,1.47E-06,Down-regulated,,TOC.4T.00817
TOC.3T.01997,17.15973043,-1.686443926,0.375154965,2.21E-07,3.67E-06,Down-regulated,,TOC.3T.01997
MSTRG.7600,110.5690621,-1.684263323,0.364398071,1.25E-07,2.26E-06,Down-regulated,,TOC.5T.00282
MSTRG.6165,1141.522183,-1.681888595,0.264081656,7.41E-12,4.53E-10,Down-regulated,,TOC.3T.01407
MSTRG.5964,1625.073669,-1.680405775,0.192966208,1.27E-19,3.53E-17,Down-regulated,,TOC.3T.01053
MSTRG.8645,447.8703442,-1.679633813,0.411933088,1.30E-06,1.69E-05,Down-regulated,,TOC.6T.00153
MSTRG.1505,216.5908659,-1.678225393,0.301688193,1.00E-09,3.51E-08,Down-regulated,,TOC.10T.00493
MSTRG.8176,68.99670657,-1.675534036,0.413881051,1.47E-06,1.86E-05,Down-regulated,,TOC.5T.01205
MSTRG.4505,378.9339048,-1.672775312,0.302307837,1.20E-09,4.13E-08,Down-regulated,,TOC.2T.01013
MSTRG.4550,995.4526357,-1.671521892,0.377109798,3.03E-07,4.82E-06,Down-regulated,,TOC.2T.01089
MSTRG.1472,507.2356666,-1.667252991,0.320066707,7.16E-09,1.96E-07,Down-regulated,,TOC.10T.00436
MSTRG.6853,35.9603369,-1.657831898,1.222482062,0.001225984,0.005045141,Down-regulated,,TOC.4T.00383
MSTRG.6711,17724.97182,-1.648973984,0.256278179,5.41E-12,3.40E-10,Down-regulated,,TOC.4T.00147
MSTRG.7079,1564.480926,-1.648789574,0.296854496,1.15E-09,3.99E-08,Down-regulated,,TOC.4T.00879
MSTRG.2899,223.6664722,-1.648329512,0.282716457,2.34E-10,9.62E-09,Down-regulated,,TOC.12T.00912
MSTRG.5606,58.04229282,-1.645128975,0.354279074,1.26E-07,2.27E-06,Down-regulated,,TOC.3T.00397
TOC.5T.01356,43.46522914,-1.644835978,0.413105544,2.04E-06,2.44E-05,Down-regulated,,TOC.5T.01356
MSTRG.3932,34.35098792,-1.643436178,0.426126356,3.24E-06,3.55E-05,Down-regulated,,TOC.2T.00036
MSTRG.5965,78.27298593,-1.640988412,0.395022581,1.05E-06,1.41E-05,Down-regulated,,TOC.3T.01058
MSTRG.2012,231.3014471,-1.636546214,0.211139741,4.34E-16,6.59E-14,Down-regulated,,TOC.11T.00217
MSTRG.3819,211.4234928,-1.636333541,0.363099626,2.41E-07,3.92E-06,Down-regulated,,TOC.14T.00602
TOC.8T.00771,34.6028679,-1.635481898,0.264172368,2.70E-11,1.43E-09,Down-regulated,,TOC.8T.00771
TOC.505T.00001,26.96732802,-1.634945407,0.363346622,2.49E-07,4.04E-06,Down-regulated,,TOC.505T.00001
MSTRG.8160,172.6074853,-1.634738589,0.390088182,9.24E-07,1.26E-05,Down-regulated,,TOC.5T.01187
MSTRG.2330,23820.84019,-1.62981894,0.233464896,1.40E-13,1.28E-11,Down-regulated,,TOC.11T.00767
MSTRG.4220,1983.349627,-1.628199886,0.286744485,6.07E-10,2.26E-08,Down-regulated,,TOC.2T.00553
MSTRG.6994,167993.4669,-1.62711768,0.257417014,1.21E-11,6.99E-10,Down-regulated,Cu,TOC.4T.00702
TOC.12T.00921,38.5640854,-1.625613262,0.299861758,2.60E-09,7.97E-08,Down-regulated,,TOC.12T.00921
MSTRG.8167,103.6410489,-1.625384681,0.352189423,1.52E-07,2.66E-06,Down-regulated,,TOC.5T.01195
TOC.8T.00818,10.90852878,-1.624101665,0.766496198,3.31E-04,0.001681413,Down-regulated,,TOC.8T.00818
MSTRG.6852,219.9997089,-1.622871845,0.217615284,4.37E-15,5.28E-13,Down-regulated,,TOC.4T.00376
MSTRG.7747,58.87743998,-1.622364607,0.46906817,1.28E-05,1.11E-04,Down-regulated,,TOC.5T.00491
MSTRG.6026,6366.755464,-1.621769274,0.239290626,5.94E-13,4.80E-11,Down-regulated,,TOC.3T.01157
MSTRG.4064,527.0900322,-1.61087741,0.536475242,4.71E-05,3.23E-04,Down-regulated,,TOC.2T.00302
MSTRG.6426,89.37094355,-1.607939057,0.229815165,1.35E-13,1.24E-11,Down-regulated,,TOC.3T.01873
MSTRG.233,1346.656315,-1.606788052,0.249894108,6.41E-12,3.98E-10,Down-regulated,,TOC.1T.00467
MSTRG.3133,344.0058103,-1.606751422,0.227690247,8.80E-14,8.48E-12,Down-regulated,,TOC.13T.00079
MSTRG.9425,1885.848548,-1.606621409,0.280922868,5.13E-10,1.94E-08,Down-regulated,,TOC.67T.00004
TOC.12T.00232,18.28465435,-1.605745137,0.438074259,6.84E-06,6.63E-05,Down-regulated,,TOC.12T.00232
MSTRG.7165,259.7121079,-1.600881916,0.280515223,5.60E-10,2.10E-08,Down-regulated,,TOC.4T.01020
MSTRG.11469,4853.593831,-1.600680658,0.402742192,2.33E-06,2.71E-05,Down-regulated,,TOC.9T.01266
MSTRG.9508,68.24728787,-1.597789081,0.347268355,1.75E-07,2.99E-06,Down-regulated,,TOC.7T.00093
MSTRG.1843,162.4169106,-1.590720201,0.288603637,1.75E-09,5.69E-08,Down-regulated,,TOC.10T.01118
TOC.2T.00876,268.522327,-1.586882165,0.211243292,3.27E-15,4.04E-13,Down-regulated,,TOC.2T.00876
MSTRG.9397,155.4985966,-1.585424098,0.28976646,2.23E-09,6.98E-08,Down-regulated,,TOC.611T.00003
MSTRG.10055,5267.162648,-1.583329222,0.315626386,2.48E-08,5.62E-07,Down-regulated,,TOC.7T.01074
MSTRG.1175,309.2812563,-1.58092623,0.312536849,2.02E-08,4.69E-07,Down-regulated,,TOC.1T.02328
MSTRG.10070,6.759001892,-1.580418841,0.390501004,1.86E-06,2.26E-05,Down-regulated,,TOC.7T.01100
MSTRG.7746,49.35551717,-1.57719415,0.56692702,8.63E-05,5.38E-04,Down-regulated,,TOC.5T.00490
MSTRG.6161,964.0170922,-1.572722924,0.223763402,1.21E-13,1.13E-11,Down-regulated,,TOC.3T.01401
MSTRG.2483,750.3596656,-1.571984165,0.468950111,1.95E-05,1.56E-04,Down-regulated,,TOC.12T.00067
MSTRG.9906,334.8748858,-1.569656745,0.492962832,3.15E-05,2.30E-04,Down-regulated,,TOC.7T.00794
MSTRG.10617,34999.74334,-1.564156552,0.257931201,7.45E-11,3.45E-09,Down-regulated,,TOC.8T.00711
MSTRG.1247,141.2345892,-1.563250115,0.363768075,7.15E-07,1.01E-05,Down-regulated,,TOC.1T.02597
MSTRG.9874,7190.931351,-1.562023437,0.260424791,1.12E-10,4.96E-09,Down-regulated,,TOC.7T.00746
MSTRG.341,228.2572079,-1.557859894,0.295779302,7.32E-09,1.98E-07,Down-regulated,,TOC.1T.00659
MSTRG.3605,393.3503014,-1.556728211,0.283047974,2.07E-09,6.57E-08,Down-regulated,Cu,TOC.14T.00153
MSTRG.1250,516.327854,-1.55539129,0.303979457,1.61E-08,3.90E-07,Down-regulated,,TOC.1T.02635
MSTRG.848,189.8216891,-1.555050723,0.372171681,1.18E-06,1.55E-05,Down-regulated,,TOC.1T.01663
MSTRG.8968,102.1769868,-1.553895121,0.244228722,1.18E-11,6.82E-10,Down-regulated,,TOC.6T.00756
TOC.1T.01639,30.17996946,-1.553594575,0.221100182,1.30E-13,1.21E-11,Down-regulated,,TOC.1T.01639
MSTRG.8737,36.55975789,-1.553499962,0.4712348,2.37E-05,1.82E-04,Down-regulated,,TOC.6T.00394
TOC.1T.00288,6.016594926,-1.552737078,1.303035711,0.00180874,0.006978865,Down-regulated,Cu,TOC.1T.00288
MSTRG.7474,2054.095376,-1.550335053,0.319917844,6.31E-08,1.26E-06,Down-regulated,,TOC.5T.00093
MSTRG.234,559.630327,-1.549921838,0.241614177,8.47E-12,5.08E-10,Down-regulated,,TOC.1T.00465
MSTRG.1088,702.4469981,-1.547366663,0.256279035,9.22E-11,4.17E-09,Down-regulated,,TOC.1T.02159
MSTRG.7621,223.0760476,-1.546706701,0.240900528,8.25E-12,4.97E-10,Down-regulated,,TOC.5T.00306
MSTRG.6018,766.7482567,-1.546231516,0.28361907,2.79E-09,8.50E-08,Down-regulated,,TOC.3T.01152
MSTRG.7803,638.853104,-1.54415528,0.28074774,2.15E-09,6.77E-08,Down-regulated,,TOC.5T.00582
MSTRG.2733,172.1553472,-1.542810073,0.210432209,1.47E-14,1.62E-12,Down-regulated,,TOC.12T.00568
MSTRG.10200,905.0555516,-1.541875398,0.203525117,2.33E-15,3.02E-13,Down-regulated,Cu,TOC.7T.01336
TOC.8T.00682,25.04989309,-1.540211356,0.277813551,1.70E-09,5.55E-08,Down-regulated,,TOC.8T.00682
MSTRG.7350,559.7668939,-1.539858939,0.395733159,3.63E-06,3.88E-05,Down-regulated,,TOC.4T.01313
MSTRG.2980,1102.544124,-1.538925347,0.229837097,1.36E-12,9.89E-11,Down-regulated,,TOC.12T.01065
MSTRG.3044,255.2379449,-1.538191228,0.676161703,2.79E-04,0.001451774,Down-regulated,,TOC.12T.01161
TOC.421T.00001,117.4937049,-1.53042791,0.307063644,3.38E-08,7.29E-07,Down-regulated,,TOC.421T.00001
MSTRG.8013,73.91210329,-1.519876751,1.000371547,0.001149022,0.004786005,Down-regulated,,TOC.5T.00953
MSTRG.6216,349.7651844,-1.511122022,0.270705171,1.49E-09,4.94E-08,Down-regulated,,TOC.3T.01494
MSTRG.10011,286.5202388,-1.511033091,0.358870132,1.15E-06,1.52E-05,Down-regulated,,TOC.7T.00986
MSTRG.5007,257.1794273,-1.510730078,0.239554288,1.92E-11,1.06E-09,Down-regulated,,TOC.2T.01997
MSTRG.10911,15241.35848,-1.510278571,0.166388672,8.43E-21,2.71E-18,Down-regulated,,TOC.8T.01210
MSTRG.5871,94.36199764,-1.506463019,0.28517164,7.78E-09,2.08E-07,Down-regulated,,TOC.3T.00920
MSTRG.11046,141.3676624,-1.50598369,0.262722022,6.42E-10,2.37E-08,Down-regulated,,TOC.9T.00349
MSTRG.8004,682.1137276,-1.504634672,0.388233688,4.14E-06,4.35E-05,Down-regulated,,TOC.5T.00929
MSTRG.3725,13.4791391,-1.503719368,0.329902867,2.71E-07,4.36E-06,Down-regulated,,TOC.14T.00372
MSTRG.6441,50.16196686,-1.50087107,0.329711716,2.80E-07,4.48E-06,Down-regulated,,TOC.3T.01903
TOC.2T.00180,4.932526854,-1.499758339,2.000451373,0.002701459,0.009756077,Down-regulated,,TOC.2T.00180
TOC.4T.00881,107.0855935,-1.498912196,0.26116709,6.28E-10,2.33E-08,Down-regulated,,TOC.4T.00881
MSTRG.10131,231.0410548,-1.496726315,0.228400775,4.01E-12,2.59E-10,Down-regulated,,TOC.7T.01195
TOC.11T.00344,8.415560929,-1.495299077,0.739966771,4.93E-04,0.002354201,Down-regulated,,TOC.11T.00344
MSTRG.3490,154.8495374,-1.494810334,0.284484446,9.32E-09,2.45E-07,Down-regulated,,TOC.13T.00734
TOC.61T.00006,13.70515735,-1.491623476,0.716417849,4.42E-04,0.002145516,Down-regulated,,TOC.61T.00006
MSTRG.7462,415.2768944,-1.488053617,0.350810307,1.07E-06,1.44E-05,Down-regulated,,TOC.5T.00067
TOC.5T.01036,43.79042747,-1.485234864,0.357486768,1.53E-06,1.93E-05,Down-regulated,,TOC.5T.01036
MSTRG.9548,151.8446055,-1.483827713,0.313289304,1.26E-07,2.27E-06,Down-regulated,,TOC.7T.00192
MSTRG.2727,9.573795775,-1.481569571,0.765549292,5.92E-04,0.002737174,Down-regulated,,TOC.12T.00548
MSTRG.796,841.9660382,-1.481241926,0.228387253,6.54E-12,4.04E-10,Down-regulated,,TOC.1T.01568
